FIPS,MedianIncome2011,MedianIncome2012,MedianIncome2013,MedianIncome2014,MedianIncome2015,MedianIncome2016,MedianIncome2017,MedianIncome2018
18165,"45,089","42,709","40,813","44,388","44,376","51,425","46,330","49,287"
18167,"39,173","40,091","39,014","41,260","39,635","43,560","42,497","48,335"
18169,"42,032","45,849","45,833","45,151","48,223","51,561","50,177","51,487"
18171,"49,095","53,781","53,623","55,925","57,768","55,466","58,045","60,596"
18173,"63,543","60,551","61,820","65,793","66,461","65,809","75,727","75,534"
18175,"39,085","41,598","43,981","43,573","43,498","48,939","47,686","44,534"
18177,"36,559","35,220","36,623","40,929","41,849","42,983","44,179","45,130"
18179,"49,234","49,264","49,452","51,182","55,987","56,054","55,221","60,010"
18181,"45,748","48,274","48,581","50,731","50,370","47,439","52,377","58,380"
18183,"48,192","52,081","52,673","59,266","56,142","54,873","60,126","67,758"
19000,"49,545","50,997","52,286","53,816","54,843","56,354","58,706","60,071"
19001,"44,701","46,917","47,905","48,216","51,531","53,416","52,155","54,282"
19003,"42,062","42,338","44,004","51,929","48,162","46,939","48,191","51,577"
19005,"39,670","45,923","44,673","45,229","47,756","49,439","49,445","53,359"
19007,"36,693","38,685","37,683","40,422","41,018","39,124","42,274","44,298"
19009,"45,310","47,823","47,227","50,014","50,948","49,560","51,484","51,210"
19011,"54,222","59,333","59,179","61,931","65,127","63,069","67,946","62,799"
19013,"43,037","48,625","46,281","51,331","50,335","50,887","50,426","52,320"
19015,"50,758","51,399","52,578","54,186","58,010","60,421","60,558","63,099"
19017,"57,646","60,034","61,665","62,438","65,295","65,733","64,213","74,646"
19019,"52,930","54,382","54,383","55,781","55,848","57,228","62,294","59,724"
19021,"46,356","45,582","47,514","50,719","51,991","52,344","53,230","52,683"
19023,"51,560","51,605","53,920","52,273","54,947","54,970","58,386","57,971"
19025,"46,171","47,044","47,351","49,456","49,206","50,767","51,754","54,865"
19027,"49,251","50,372","51,328","52,367","58,575","56,292","55,084","60,531"
19029,"41,329","44,906","45,191","46,159","45,915","47,897","49,281","50,356"
19031,"57,890","57,084","58,530","61,423","60,120","63,672","63,430","67,597"
19033,"43,120","43,822","46,063","49,569","50,208","53,109","54,454","51,939"
19035,"47,570","48,794","51,655","52,894","52,879","53,534","56,343","56,312"
19037,"47,311","48,963","50,342","50,788","57,559","49,197","56,819","64,190"
19039,"42,670","44,043","42,776","45,413","49,424","47,753","49,889","52,541"
19041,"50,289","48,190","51,399","51,514","52,584","53,549","53,615","56,338"
19043,"44,370","44,236","48,626","49,018","48,598","53,809","54,740","53,968"
19045,"45,600","46,217","49,702","48,528","52,945","49,850","50,729","51,317"
19047,"44,197","48,775","48,555","50,370","51,834","51,473","53,806","54,828"
19049,"72,146","73,052","79,309","79,173","81,381","82,123","90,133","87,267"
19051,"40,673","42,459","44,477","46,750","49,851","49,636","51,477","54,830"
19053,"33,803","37,561","37,534","36,742","39,424","36,808","41,843","41,101"
19055,"50,231","54,718","54,587","55,958","59,260","56,747","60,458","61,342"
19057,"43,721","42,082","42,882","45,292","50,125","48,991","50,773","51,805"
19059,"52,821","51,885","58,610","56,551","56,869","58,019","56,496","55,603"
19061,"52,084","50,137","51,907","55,320","57,862","59,403","60,936","60,367"
19063,"44,556","44,060","46,892","47,342","46,092","48,035","49,353","51,497"
19065,"41,547","43,039","44,739","45,522","47,615","52,192","46,389","50,893"
19067,"44,478","43,478","48,964","48,292","49,111","49,771","51,901","53,811"
19069,"47,396","51,139","47,879","51,045","52,975","52,860","53,157","59,367"
19071,"51,410","50,826","50,934","54,154","55,421","53,861","52,616","54,658"
19073,"44,271","46,295","47,936","49,125","51,002","48,769","52,459","51,861"
19075,"54,645","57,011","61,381","61,215","62,423","64,146","72,184","65,060"
19077,"47,762","49,400","53,708","49,507","54,719","55,531","57,635","60,306"
19079,"45,331","51,773","50,867","53,691","54,042","58,920","57,106","56,738"
19081,"50,935","49,006","54,835","57,682","56,746","57,222","56,542","60,859"
19083,"46,708","48,445","51,907","53,277","50,947","50,616","52,662","55,303"
19085,"49,921","50,963","53,764","52,824","57,244","55,325","55,835","60,044"
19087,"45,330","45,647","50,084","50,347","50,241","50,684","53,670","55,856"
19089,"45,450","48,169","45,975","49,837","50,602","49,916","53,046","53,500"
19091,"48,954","51,637","52,286","49,696","52,702","54,315","57,197","60,166"
19093,"48,480","51,014","51,948","53,905","53,804","53,300","55,732","60,312"
19095,"53,984","55,723","58,028","58,234","63,185","57,771","64,091","64,188"
19097,"44,840","45,885","46,180","50,299","49,956","49,769","53,539","54,663"
19099,"50,469","51,723","55,492","52,750","53,765","53,829","56,134","60,378"
19101,"39,743","40,921","41,942","41,094","43,495","46,617","47,907","46,715"
19103,"53,570","52,934","53,204","59,946","57,706","58,904","61,395","64,387"
19105,"50,929","52,442","54,749","51,558","55,789","55,210","58,689","55,405"
19107,"42,766","44,648","47,626","48,316","50,054","49,898","50,980","52,122"
19109,"46,294","51,137","55,972","52,967","52,433","55,129","55,491","55,486"
19111,"43,110","41,291","45,307","44,719","45,428","49,654","50,481","48,241"
19113,"55,772","57,663","56,503","62,700","58,142","64,625","63,754","64,878"
19115,"48,372","48,191","51,387","50,924","53,197","52,271","56,067","49,585"
19117,"38,422","45,158","41,011","42,582","46,933","55,871","46,169","49,956"
19119,"53,398","54,695","60,548","61,750","64,057","62,496","61,749","69,048"
19121,"56,258","59,417","59,074","62,230","65,294","64,776","66,012","74,794"
19123,"47,598","48,705","48,978","48,584","50,335","51,839","55,947","56,492"
19125,"51,996","55,505","56,883","57,046","57,411","61,098","61,175","63,491"
19127,"47,535","51,348","51,382","50,244","53,980","53,645","50,495","59,552"
19129,"57,331","56,968","56,504","59,399","62,507","75,550","67,016","64,271"
19131,"45,430","50,848","53,049","52,616","61,352","55,129","54,451","59,558"
19133,"41,458","44,254","41,461","43,178","43,991","47,371","49,236","50,530"
19135,"42,961","45,265","49,012","44,705","48,181","49,402","52,047","56,541"
19137,"41,437","46,142","44,669","42,046","43,210","47,197","51,317","49,966"
19139,"47,966","53,219","54,025","54,441","53,401","57,583","59,042","58,465"
19141,"46,233","49,861","57,287","55,968","53,907","50,607","60,375","53,147"
19143,"47,890","46,270","51,017","51,423","54,415","55,375","56,459","60,627"
19145,"42,449","45,205","47,438","46,927","46,870","49,507","47,994","54,313"
19147,"43,557","47,639","49,536","50,600","48,992","50,642","52,311","55,322"
19149,"55,047","58,885","58,113","62,745","61,929","66,070","67,056","66,360"
19151,"43,766","45,780","50,401","49,625","47,872","51,260","47,919","55,865"
19153,"56,091","57,942","59,388","61,028","60,436","64,169","66,112","68,479"
19155,"48,589","49,911","50,570","51,947","52,927","55,442","57,867","56,337"
19157,"49,853","50,883","50,799","52,791","52,861","52,408","55,766","56,170"
19159,"38,547","40,049","47,319","42,854","45,870","47,638","45,259","48,754"
19161,"49,480","46,997","51,399","49,513","52,506","54,660","54,328","56,698"
19163,"50,007","53,315","54,444","54,959","58,160","56,208","59,461","59,865"
19165,"48,572","53,135","54,740","55,637","54,614","59,121","56,373","58,862"
19167,"57,027","61,176","61,817","60,205","62,875","66,605","70,601","70,162"
19169,"48,121","51,291","53,782","52,128","51,706","55,561","61,381","57,464"
19171,"50,034","47,799","53,844","54,957","59,226","50,468","52,685","56,954"
19173,"43,155","44,939","45,009","46,501","46,466","50,695","47,383","47,781"
19175,"39,922","42,430","43,357","44,905","45,010","47,422","47,814","49,887"
19177,"39,719","42,183","43,019","42,555","43,653","44,875","47,667","47,905"
19179,"39,999","41,547","40,629","42,414","44,738","41,312","46,981","48,226"
19181,"62,688","63,310","66,328","67,342","67,728","74,031","76,146","78,192"
19183,"50,559","53,888","54,480","56,243","55,283","57,315","59,903","65,849"
19185,"37,662","39,060","38,981","42,006","44,381","41,118","45,384","46,725"
19187,"42,178","42,444","45,202","43,490","44,922","48,013","48,712","52,093"
19189,"47,692","49,213","50,383","50,703","48,408","52,953","54,045","54,433"
19191,"49,148","49,889","53,194","55,984","59,096","62,115","59,365","61,807"
19193,"43,362","43,163","45,678","45,641","50,774","51,877","54,528","60,059"
19195,"48,718","48,382","49,605","50,286","50,761","54,628","55,404","58,587"
19197,"43,647","47,677","49,369","50,108","49,882","47,815","52,803","54,802"
20000,"48,844","50,140","50,892","52,392","53,802","54,828","56,382","58,150"
20001,"37,353","37,952","40,073","39,196","41,604","41,950","42,957","44,423"
20003,"42,185","42,424","42,386","45,368","47,267","49,215","46,595","50,646"
20005,"42,131","43,253","44,180","44,199","46,110","49,826","45,941","49,332"
20007,"44,118","47,811","50,097","51,676","54,176","47,540","47,948","47,634"
20009,"42,183","43,371","42,464","46,942","50,558","47,194","46,934","49,991"
20011,"35,805","37,057","35,990","38,430","39,609","44,424","41,847","41,807"
20013,"40,424","42,256","41,426","45,781","46,884","43,960","45,637","47,529"
20015,"53,217","58,031","56,456","60,123","61,473","60,836","65,561","65,953"
20017,"41,217","42,940","44,300","47,025","48,911","44,940","47,436","50,981"
20019,"35,952","35,714","38,973","39,120","42,324","40,859","41,890","41,129"
20021,"39,696","39,938","40,310","40,686","39,842","41,140","42,469","44,475"
20023,"36,835","40,810","39,317","41,797","44,111","42,649","42,247","43,274"
20025,"42,171","43,310","42,866","47,650","50,392","51,280","51,621","51,235"
20027,"47,692","47,736","48,178","53,131","51,351","50,291","50,634","52,681"
20029,"39,763","40,184","40,663","42,697","42,730","42,431","46,241","44,467"
20031,"54,644","50,826","53,487","55,705","57,160","57,224","57,021","58,371"
20033,"39,975","42,851","44,076","45,353","43,809","44,898","46,636","46,818"
20035,"40,248","37,436","42,341","45,180","47,851","45,907","46,703","47,864"
20037,"34,080","35,365","36,958","38,491","38,139","39,521","39,461","43,852"
20039,"37,986","40,168","37,789","41,434","43,919","41,095","42,077","44,774"
20041,"46,894","47,962","49,033","47,493","47,570","50,268","52,562","50,605"
20043,"43,092","44,524","46,338","47,599","47,000","47,320","48,553","50,949"
20045,"47,930","48,813","51,221","49,246","52,447","55,446","56,007","57,120"
20047,"43,874","44,028","45,687","49,256","46,380","46,825","47,725","46,962"
20049,"34,174","34,857","37,537","36,471","39,147","40,227","39,556","37,360"
20051,"41,774","45,969","47,454","49,508","49,192","52,265","49,715","53,840"
20053,"46,927","48,874","48,030","46,961","49,986","50,403","51,355","50,261"
20055,"44,888","46,496","46,984","48,609","53,245","51,812","54,534","56,206"
20057,"47,542","46,668","46,444","51,144","47,915","47,175","50,080","56,052"
20059,"46,553","48,895","48,297","50,745","51,484","50,155","55,330","58,033"
20061,"40,224","46,008","41,048","41,193","45,590","46,326","52,012","50,856"
20063,"44,351","47,114","48,042","50,886","46,580","51,445","47,029","49,626"
20065,"40,903","45,650","44,422","45,341","45,018","42,224","41,138","41,906"
20067,"54,230","53,369","54,952","60,279","59,218","58,620","59,534","61,614"
20069,"59,278","55,780","56,615","58,543","64,284","64,274","67,671","65,771"
20071,"48,606","50,619","50,637","52,795","44,667","47,620","48,647","51,606"
20073,"35,765","41,382","35,803","39,732","41,168","40,518","40,741","43,083"
20075,"43,679","43,380","42,263","47,709","50,056","49,932","47,454","51,559"
20077,"39,104","41,399","43,066","50,525","46,869","42,023","44,594","45,570"
20079,"50,958","49,624","54,135","55,074","55,470","56,848","55,470","57,934"
20081,"54,340","53,430","53,076","59,596","59,356","50,514","54,145","60,808"
20083,"45,992","51,276","49,119","52,394","54,513","51,244","51,962","54,058"
20085,"50,342","50,943","50,661","53,796","51,662","57,869","49,779","56,330"
20087,"57,046","55,057","54,890","56,927","59,080","62,285","66,044","69,246"
20089,"38,865","34,195","41,924","44,101","43,201","40,940","43,234","44,271"
20091,"70,665","73,712","74,135","76,104","83,007","80,872","83,516","87,087"
20093,"51,413","50,626","54,399","53,484","59,134","59,254","50,526","63,248"
20095,"47,684","49,431","51,281","53,378","52,907","59,721","50,081","56,005"
20097,"39,796","42,543","45,417","46,318","46,381","42,976","44,374","64,399"
20099,"37,879","36,715","38,542","40,822","42,323","41,103","46,819","44,571"
20101,"47,900","51,366","52,915","53,739","57,388","56,677","55,083","59,240"
20103,"61,567","59,662","65,424","65,549","61,465","67,558","70,740","70,807"
20105,"39,317","42,847","42,521","44,896","42,277","42,092","43,865","44,439"
20107,"44,615","43,726","44,036","44,520","46,065","44,391","47,300","47,153"
20109,"43,315","45,933","46,375","49,852","48,399","48,453","48,024","50,267"
20111,"39,346","39,195","39,483","43,038","39,562","43,600","47,279","47,982"
20113,"48,130","53,969","52,734","57,878","61,356","56,488","55,686","58,017"
20115,"43,749","45,243","45,319","47,723","51,196","51,569","49,980","51,712"
20117,"42,619","44,693","50,087","47,901","49,270","48,687","49,466","51,066"
20119,"49,141","50,863","53,942","53,903","56,325","57,187","56,397","67,220"
20121,"57,580","64,629","59,706","63,924","62,375","67,651","69,327","71,770"
20123,"43,511","46,204","46,181","48,645","48,310","49,552","43,743","51,514"
20125,"36,670","39,553","39,045","42,221","43,289","41,281","45,808","42,479"
20127,"44,227","42,765","46,404","44,774","49,720","48,093","49,561","49,287"
20129,"47,006","52,950","51,157","55,378","53,443","49,717","50,698","53,785"
20131,"47,971","50,077","50,006","54,149","54,486","55,324","58,729","59,567"
20133,"40,651","40,541","41,877","41,527","40,744","42,441","44,073","46,176"
20135,"44,774","49,541","49,432","51,923","53,456","46,439","49,258","51,757"
20137,"41,396","42,202","42,389","44,846","45,096","45,845","47,697","47,252"
20139,"47,318","46,706","48,991","52,749","48,364","54,760","53,537","53,864"
20141,"37,949","39,468","38,493","38,848","43,518","41,967","42,832","46,101"
20143,"48,998","48,266","52,041","52,744","50,302","52,808","46,585","56,451"
20145,"41,623","43,901","45,331","47,351","47,359","46,961","47,677","47,039"
20147,"40,746","43,519","44,080","45,856","46,984","49,386","47,196","47,405"
20149,"53,339","56,891","59,856","65,373","60,601","64,704","65,956","69,975"
20151,"44,964","47,220","50,970","54,701","52,634","51,419","56,540","52,567"
20153,"40,908","44,563","45,901","44,932","47,448","47,377","44,596","46,638"
20155,"41,892","43,094","44,099","46,533","47,178","46,208","48,588","49,341"
20157,"38,132","39,085","39,819","42,381","44,593","43,921","44,247","48,566"
20159,"45,420","44,833","45,389","49,152","52,400","47,737","51,102","51,686"
20161,"45,558","43,574","46,267","46,468","46,690","49,901","50,212","47,057"
20163,"39,326","41,363","40,870","48,383","45,309","45,268","44,086","47,365"
20165,"37,693","40,415","42,867","43,083","43,895","45,281","44,203","44,121"
20167,"37,140","36,614","39,520","45,443","42,625","43,857","43,139","45,879"
20169,"45,359","45,225","48,505","48,460","47,052","48,748","50,072","53,961"
20171,"49,066","51,245","51,013","56,032","56,267","60,540","59,798","63,790"
20173,"49,526","47,649","48,671","51,175","50,995","52,612","54,176","56,381"
20175,"47,855","47,801","45,349","47,381","45,807","48,648","46,541","50,671"
20177,"44,816","48,122","50,042","52,795","51,316","55,387","56,810","53,612"
20179,"48,498","50,601","50,961","52,300","51,221","49,860","51,363","50,553"
20181,"39,660","39,160","38,025","43,100","42,491","48,456","45,991","45,966"
20183,"38,090","40,075","39,696","41,303","43,872","40,006","41,047","41,899"
20185,"44,133","43,240","42,430","45,945","47,129","46,104","46,396","47,835"
20187,"49,115","53,087","49,977","56,591","55,341","58,135","57,769","60,136"
20189,"58,901","53,045","57,483","59,773","59,735","57,432","56,569","58,817"
20191,"47,460","49,535","50,844","52,476","51,451","52,186","53,212","56,946"
20193,"47,892","48,982","47,654","50,639","50,574","53,816","53,249","55,345"
20195,"45,683","46,693","43,668","46,859","48,576","46,756","46,634","48,520"
20197,"51,666","54,375","54,414","59,160","57,339","61,502","63,690","59,744"
20199,"47,573","49,091","46,082","49,109","48,426","47,844","52,621","51,350"
20201,"39,962","43,889","43,897","43,264","46,153","45,077","47,889","48,104"
20203,"46,929","48,734","51,286","53,447","52,917","55,336","54,401","59,800"
20205,"37,002","36,879","41,073","39,764","41,461","43,134","41,866","45,697"
20207,"33,221","32,681","40,971","35,502","37,394","35,417","38,840","43,894"
20209,"38,016","37,780","38,728","37,087","41,746","43,396","46,032","47,084"
21000,"41,141","41,717","43,307","42,914","45,178","46,610","48,332","50,189"
21001,"30,147","31,032","31,710","31,558","32,007","33,925","35,026","37,392"
21003,"35,614","37,770","39,798","39,801","42,287","41,368","40,955","44,624"
21005,"51,817","54,704","52,852","54,331","55,523","57,448","53,113","60,908"
21007,"40,790","41,947","42,712","44,732","44,352","45,074","44,010","47,658"
21009,"36,298","37,211","38,370","37,666","40,017","40,274","41,477","42,439"
21011,"29,857","31,964","33,752","34,126","35,143","36,468","40,507","44,183"
21013,"24,940","25,771","25,761","24,868","23,968","26,014","28,150","29,362"
21015,"64,055","66,085","65,274","66,939","68,804","72,942","78,163","77,696"
21017,"40,350","39,002","40,045","42,812","46,370","46,231","46,281","48,614"
21019,"38,783","40,155","41,443","40,224","43,406","44,569","40,752","48,020"
21021,"39,663","42,058","43,585","41,538","40,459","44,834","48,290","47,528"
21023,"41,974","41,217","43,222","41,910","44,846","47,182","49,416","56,432"
21025,"26,829","25,831","26,869","28,647","28,196","26,659","27,372","31,182"
21027,"38,028","40,530","40,107","41,547","42,347","43,053","43,148","47,284"
21029,"52,033","56,377","57,462","54,924","54,755","63,570","62,550","61,022"
21031,"32,483","37,603","36,670","35,219","39,545","41,701","47,146","43,048"
21033,"36,650","36,613","37,317","42,640","39,355","40,327","42,857","43,659"
21035,"39,599","37,478","37,977","37,705","40,585","39,438","43,554","41,873"
21037,"53,501","54,627","53,321","52,349","51,694","61,490","61,384","60,904"
21039,"38,075","41,990","38,283","40,701","43,144","45,362","42,019","41,249"
21041,"40,685","40,473","41,792","43,615","46,499","47,726","48,404","47,623"
21043,"35,471","35,721","34,767","34,991","37,204","37,406","37,186","32,906"
21045,"28,034","28,734","29,303","29,344","33,576","29,417","31,395","34,358"
21047,"35,779","37,539","41,333","36,736","39,840","41,081","43,124","40,299"
21049,"44,494","45,116","45,516","49,012","54,812","48,474","53,784","50,162"
21051,"22,289","22,834","24,173","25,215","24,001","24,901","26,386","28,146"
21053,"27,095","26,899","27,443","28,341","29,178","29,582","29,641","31,118"
21055,"33,570","35,250","37,372","38,338","40,202","40,656","41,522","43,624"
21057,"27,570","27,049","30,043","29,067","30,989","30,771","31,736","33,541"
21059,"44,379","44,502","46,908","43,390","48,724","51,153","50,359","51,441"
21061,"36,321","36,039","36,324","38,544","38,673","38,395","39,490","43,151"
21063,"29,339","28,893","29,544","30,556","30,299","33,335","32,846","35,446"
21065,"28,961","29,895","30,388","30,333","32,541","33,839","34,096","35,701"
21067,"47,211","46,452","47,959","48,552","51,963","53,288","56,192","55,358"
21069,"34,736","34,231","35,454","35,878","47,030","38,860","41,029","42,571"
21071,"28,459","31,061","31,229","30,127","30,888","31,295","32,841","33,218"
21073,"44,241","46,946","46,309","49,400","50,471","52,395","53,198","53,134"
21075,"28,340","28,754","28,550","30,671","30,798","30,605","30,761","32,355"
21077,"41,084","43,469","44,142","45,483","47,679","49,945","47,907","49,060"
21079,"40,292","42,620","42,853","43,647","45,018","46,967","50,518","51,203"
21081,"44,158","46,103","43,861","46,226","45,307","49,312","51,849","53,965"
21083,"35,690","39,280","39,960","39,247","39,515","41,705","41,963","46,785"
21085,"32,793","35,126","32,813","35,726","37,057","38,418","38,133","40,780"
21087,"31,189","32,246","32,309","33,640","36,226","36,246","36,809","36,782"
21089,"41,676","43,869","44,581","42,452","45,690","46,815","46,699","49,457"
21091,"52,049","50,095","50,809","50,358","52,929","56,823","49,475","56,769"
21093,"47,423","48,852","48,327","50,407","49,637","52,040","52,673","52,278"
21095,"28,721","27,137","25,460","26,351","27,425","25,240","25,815","29,521"
21097,"39,160","38,249","42,228","41,406","47,040","49,615","49,694","51,709"
21099,"31,677","31,387","33,588","38,038","34,764","36,628","38,182","37,038"
21101,"41,244","41,745","42,492","43,040","45,718","46,936","47,589","51,161"
21103,"42,614","45,119","48,245","43,799","47,802","51,774","50,721","53,405"
21105,"38,446","39,376","38,733","41,588","40,890","39,859","40,902","44,290"
21107,"39,733","40,076","40,782","42,477","44,750","43,590","44,419","45,512"
21109,"26,344","27,456","28,759","29,090","30,565","30,798","31,355","35,317"
21111,"45,407","45,913","47,495","48,264","51,230","52,008","54,977","55,860"
21113,"47,280","47,872","52,011","51,227","49,839","55,047","57,015","59,443"
21115,"35,068","35,195","34,593","34,271","36,051","35,408","37,724","39,381"
21117,"50,150","53,500","53,949","54,728","52,631","61,798","59,594","64,644"
21119,"29,791","29,198","32,294","27,709","30,138","29,786","31,788","32,228"
21121,"25,536","27,545","26,220","26,048","28,578","27,432","28,586","30,742"
21123,"39,174","40,232","41,537","40,312","40,202","44,522","45,288","45,458"
21125,"35,147","35,061","35,372","34,678","37,737","38,323","39,830","41,425"
21127,"32,275","32,114","33,469","32,835","36,276","33,757","28,672","36,667"
21129,"24,770","25,020","25,767","25,473","26,201","25,372","28,084","29,124"
21131,"29,645","27,517","29,008","27,777","28,722","28,595","29,317","31,921"
21133,"31,146","32,527","31,799","28,574","31,079","29,308","32,635","32,321"
21135,"28,740","28,759","30,443","30,217","33,867","32,848","35,056","35,751"
21137,"35,530","33,640","35,092","35,368","37,220","35,934","39,347","42,190"
21139,"38,724","39,724","41,177","42,892","44,551","45,229","44,435","48,182"
21141,"39,304","38,962","39,513","41,150","43,795","43,985","47,174","46,742"
21143,"40,006","40,110","43,311","43,067","48,189","44,767","44,318","48,395"
21145,"44,115","42,853","42,069","41,216","47,184","42,936","48,994","48,950"
21147,"24,640","23,810","24,406","24,265","25,655","25,087","28,024","30,029"
21149,"38,984","39,789","38,128","42,288","44,007","43,656","44,574","48,080"
21151,"40,034","40,798","44,845","44,358","46,342","45,406","50,783","51,897"
21153,"28,004","28,069","29,817","29,421","29,921","28,996","28,077","30,950"
21155,"36,168","39,028","39,665","39,089","41,189","41,233","46,125","45,661"
21157,"45,163","43,583","44,157","45,596","49,771","50,165","50,786","52,388"
21159,"28,880","28,836","26,931","27,484","29,198","29,861","30,177","28,925"
21161,"39,837","36,729","42,329","40,260","37,071","43,683","45,608","41,807"
21163,"48,485","48,452","45,984","52,377","51,111","51,893","58,873","57,613"
21165,"28,773","28,459","30,047","30,828","34,299","33,734","36,595","34,002"
21167,"40,502","41,129","43,903","43,945","46,346","51,048","47,611","53,921"
21169,"29,852","29,499","30,899","30,460","32,654","33,562","33,139","35,906"
21171,"27,480","28,516","29,900","30,172","31,603","33,425","32,518","35,596"
21173,"40,267","38,900","41,326","41,139","42,468","44,890","43,890","46,629"
21175,"29,078","30,678","31,579","30,872","31,489","33,716","34,121","35,848"
21177,"35,316","38,388","37,048","38,916","40,272","42,098","40,338","43,722"
21179,"42,271","46,235","49,444","54,540","51,843","56,239","58,960","55,602"
21181,"34,886","36,514","37,006","37,061","37,267","38,958","40,264","41,428"
21183,"37,545","38,273","40,622","38,261","40,661","40,859","43,142","44,751"
21185,"80,872","77,851","86,580","92,097","84,415","92,454","97,960","102,136"
21187,"40,909","40,353","42,134","43,626","43,686","46,358","48,362","48,998"
21189,"21,865","22,148","22,715","23,047","23,341","23,115","25,344","26,278"
21191,"44,853","46,663","45,570","47,023","49,345","51,680","52,861","54,583"
21193,"31,623","32,323","32,300","31,265","31,740","31,814","34,105","33,108"
21195,"33,881","33,736","35,071","32,666","34,315","32,734","34,076","37,124"
21197,"31,129","31,826","31,923","32,783","34,510","35,169","35,817","37,776"
21199,"34,695","32,339","34,355","32,767","40,702","37,782","36,295","41,541"
21201,"35,504","36,770","38,101","37,281","40,027","41,877","43,227","45,146"
21203,"30,323","30,310","33,131","33,789","33,293","35,567","36,756","37,732"
21205,"34,920","35,483","37,690","37,287","36,597","38,684","41,050","41,196"
21207,"30,691","28,174","30,985","33,623","31,968","33,490","33,575","34,648"
21209,"58,164","63,063","61,906","61,989","63,775","64,809","67,234","73,500"
21211,"51,021","56,021","56,808","57,447","60,189","61,700","65,054","66,056"
21213,"40,583","41,961","39,117","45,269","45,496","45,643","47,542","51,769"
21215,"62,347","65,038","66,711","67,437","68,147","71,156","80,808","85,899"
21217,"33,348","34,992","36,599","34,633","35,700","37,806","41,087","45,429"
21219,"37,325","37,631","38,533","40,002","40,963","41,072","43,512","51,027"
21221,"41,699","42,419","43,416","44,676","45,106","37,965","47,963","49,767"
21223,"43,677","43,903","45,394","46,708","48,392","51,827","53,024","51,674"
21225,"42,059","41,801","44,595","44,119","45,239","47,017","46,708","47,067"
21227,"40,026","42,514","48,137","48,925","45,964","47,253","49,966","53,478"
21229,"39,023","39,432","42,500","39,983","45,143","48,041","49,750","50,246"
21231,"27,637","28,185","29,878","30,619","29,826","30,923","34,382","33,701"
21233,"40,454","41,428","40,881","43,024","44,245","43,605","42,968","47,132"
21235,"29,870","29,089","30,878","31,086","31,903","31,985","33,809","36,863"
21237,"25,950","25,321","25,657","25,768","27,196","28,443","29,326","30,144"
21239,"54,930","58,205","59,233","57,067","57,862","58,712","64,177","66,164"
22000,"41,804","42,998","44,234","44,680","45,829","45,374","46,283","48,021"
22001,"34,960","36,923","38,788","40,269","42,033","40,218","39,252","40,484"
22003,"34,586","36,082","38,122","36,852","42,120","41,584","42,846","44,395"
22005,"63,305","65,271","70,303","67,299","74,852","74,212","72,154","77,758"
22007,"44,770","41,472","44,749","46,317","48,516","45,847","45,774","48,120"
22009,"31,733","32,582","33,240","34,022","34,803","34,997","36,177","37,731"
22011,"43,673","44,303","46,225","43,918","48,206","49,436","51,422","57,005"
22013,"30,750","31,732","33,790","33,134","34,565","33,887","30,483","34,047"
22015,"50,577","52,725","51,899","51,138","55,403","50,048","52,158","56,754"
22017,"39,948","40,455","39,776","39,812","41,081","38,414","37,636","40,467"
22019,"41,065","44,307","43,779","45,979","46,523","47,052","52,407","50,531"
22021,"36,415","34,845","35,987","36,350","38,564","35,428","39,863","40,842"
22023,"54,318","50,016","51,709","59,300","56,259","52,479","56,025","57,299"
22025,"31,678","31,389","33,557","34,116","33,958","33,154","32,380","35,812"
22027,"34,084","32,678","34,390","35,385","33,740","34,228","34,109","33,659"
22029,"29,373","29,778","30,432","31,835","33,068","32,685","33,873","35,840"
22031,"40,507","38,085","39,403","40,642","41,691","43,325","40,839","44,457"
22033,"45,924","47,389","47,770","46,831","50,389","50,451","54,494","52,945"
22035,"25,163","24,688","26,781","25,402","26,325","25,810","26,431","27,714"
22037,"38,478","42,571","41,578","41,651","43,105","46,172","45,839","45,174"
22039,"32,099","31,128","32,130","32,615","33,407","34,440","33,942","34,113"
22041,"29,025","28,215","31,243","32,318","33,845","31,873","32,485","34,446"
22043,"39,539","37,893","41,208","40,668","43,437","42,948","44,298","43,502"
22045,"40,626","42,555","41,185","45,226","45,039","41,604","40,964","42,909"
22047,"37,832","39,405","40,449","47,377","42,000","41,679","44,410","47,917"
22049,"36,032","36,882","35,730","37,130","41,029","41,192","38,893","40,828"
22051,"43,700","45,515","46,547","47,024","49,503","49,681","51,461","50,871"
22053,"38,723","37,814","40,760","37,968","43,677","42,134","43,317","44,492"
22055,"47,138","48,382","54,978","51,340","52,411","51,125","52,827","57,821"
22057,"48,180","49,464","52,115","47,382","53,482","52,220","53,081","52,651"
22059,"42,576","42,128","42,104","44,139","46,258","45,169","44,125","45,742"
22061,"34,497","36,147","34,667","32,889","38,118","39,158","39,941","36,525"
22063,"53,700","52,865","53,118","58,818","58,774","58,318","61,297","63,088"
22065,"23,240","23,837","26,745","26,732","27,225","27,306","29,507","28,452"
22067,"26,778","28,804","28,951","30,636","31,777","32,269","32,988","34,023"
22069,"32,203","33,715","35,165","34,522","33,786","32,094","33,439","36,298"
22071,"34,851","33,948","36,240","35,468","38,640","38,418","37,407","38,855"
22073,"35,770","36,895","39,976","40,877","38,453","38,525","41,301","44,371"
22075,"52,259","49,964","51,306","51,304","49,122","55,950","56,199","58,643"
