FIPS,MedianIncome2011,MedianIncome2012,MedianIncome2013,MedianIncome2014,MedianIncome2015,MedianIncome2016,MedianIncome2017,MedianIncome2018
47109,"33,738","33,110","34,596","34,882","37,337","37,574","39,407","39,859"
47111,"34,262","35,341","35,432","36,886","37,865","34,203","41,266","42,265"
47113,"39,510","42,488","40,750","43,113","46,694","43,037","46,424","46,651"
47115,"40,136","39,170","42,128","40,766","41,090","42,348","47,331","50,819"
47117,"40,214","41,455","42,363","42,839","46,788","50,014","52,415","51,868"
47119,"42,569","43,346","46,497","51,303","50,868","51,202","56,999","57,337"
47121,"37,129","36,361","37,874","34,801","41,061","40,238","45,695","50,565"
47123,"32,720","37,850","38,061","37,392","37,867","38,265","43,749","45,566"
47125,"47,684","48,267","51,059","50,935","49,603","55,351","57,431","56,102"
47127,"48,229","47,091","50,802","50,358","52,911","54,922","55,448","58,234"
47129,"35,266","36,170","38,027","36,390","46,067","38,069","40,667","40,397"
47131,"38,429","38,718","34,469","40,683","39,946","37,437","38,160","42,532"
47133,"32,308","33,220","35,457","35,884","36,316","35,273","37,154","42,149"
47135,"31,505","31,493","33,017","33,776","34,445","35,140","37,135","41,960"
47137,"31,518","32,023","32,398","31,996","34,714","36,595","39,858","40,182"
47139,"35,628","36,595","37,375","36,643","38,923","41,984","41,191","41,968"
47141,"35,053","34,060","35,554","37,693","40,629","40,479","42,437","45,512"
47143,"34,920","40,682","38,860","37,952","39,863","42,137","43,426","44,132"
47145,"42,542","41,499","42,037","43,269","43,939","47,088","48,391","54,440"
47147,"48,179","54,065","51,093","52,640","53,413","58,487","59,771","66,006"
47149,"52,586","53,566","57,056","53,799","60,022","61,232","68,082","64,170"
47151,"29,882","29,556","27,749","31,397","33,254","34,196","34,828","35,685"
47153,"38,008","38,695","46,460","44,111","43,207","43,367","45,100","49,707"
47155,"40,353","42,490","40,444","39,905","41,987","45,251","48,482","47,202"
47157,"44,051","44,382","45,067","44,015","46,998","47,639","49,563","47,924"
47159,"42,182","42,927","43,689","43,659","44,556","46,977","47,653","50,704"
47161,"40,508","41,685","43,513","41,590","44,266","44,605","48,175","46,565"
47163,"39,564","38,647","40,385","38,840","42,277","43,211","45,224","46,024"
47165,"52,704","55,100","56,077","58,291","59,816","61,134","65,174","66,171"
47167,"50,401","51,246","53,183","52,339","54,077","54,748","56,511","60,874"
47169,"38,541","41,823","41,286","40,251","47,531","44,971","49,711","49,280"
47171,"33,522","36,786","36,568","37,632","36,641","39,755","41,188","43,688"
47173,"35,740","33,866","35,255","37,453","36,878","37,955","40,357","40,322"
47175,"32,896","35,201","37,393","34,884","39,348","38,123","38,478","38,265"
47177,"32,823","33,576","36,327","36,942","39,357","37,682","37,692","42,475"
47179,"41,358","42,371","41,542","43,212","45,261","46,316","43,194","49,242"
47181,"29,883","32,016","33,318","33,573","34,895","37,672","36,612","38,879"
47183,"34,457","37,595","34,809","36,205","38,025","38,214","39,424","42,351"
47185,"33,094","34,534","34,320","35,400","38,649","39,818","39,642","42,603"
47187,"90,207","93,003","93,241","97,936","104,367","107,942","111,427","115,930"
47189,"59,769","57,676","59,655","60,955","65,372","70,955","70,674","76,507"
48000,"49,390","50,747","51,714","53,067","55,668","56,583","59,195","60,632"
48001,"38,558","41,530","41,279","42,471","43,062","43,967","42,412","45,969"
48003,"52,865","57,690","62,781","66,878","72,184","60,644","63,451","84,946"
48005,"39,169","39,747","41,804","42,128","45,428","43,658","45,318","46,653"
48007,"38,887","40,883","41,666","44,551","41,560","44,866","46,970","46,912"
48009,"52,318","55,459","56,805","58,867","60,414","58,928","58,311","61,190"
48011,"49,501","50,040","52,122","55,177","55,198","54,868","55,337","57,210"
48013,"41,236","44,828","46,631","52,785","49,047","53,622","48,636","50,594"
48015,"48,209","51,448","52,042","58,792","57,960","55,973","61,111","59,942"
48017,"35,816","38,504","37,626","36,821","38,299","40,536","42,045","45,051"
48019,"46,652","48,492","50,334","50,107","53,662","55,885","55,578","53,008"
48021,"51,947","50,024","50,151","52,886","56,866","56,449","62,992","61,883"
48023,"32,208","33,164","34,563","36,027","38,231","36,616","37,013","41,180"
48025,"36,048","39,070","41,804","40,680","42,540","40,753","41,392","41,806"
48027,"45,797","48,391","50,223","51,048","48,894","51,993","52,164","54,292"
48029,"46,589","49,651","49,655","50,699","52,230","53,170","54,163","54,210"
48031,"54,000","52,668","54,914","57,177","53,449","57,634","62,115","64,832"
48033,"51,426","58,489","60,443","61,750","63,358","60,306","59,039","66,101"
48035,"41,361","40,763","42,864","44,397","47,135","47,636","49,139","48,460"
48037,"43,364","40,574","41,657","41,883","42,515","45,455","49,153","47,339"
48039,"62,180","64,883","66,337","73,788","71,230","74,510","80,840","74,225"
48041,"37,623","40,064","39,732","41,641","44,767","42,279","46,083","50,113"
48043,"43,896","39,235","39,106","40,179","41,785","43,055","44,617","45,670"
48045,"38,372","35,983","40,235","42,139","42,261","43,376","42,678","44,409"
48047,"24,567","26,857","27,644","27,875","30,124","27,703","28,106","30,116"
48049,"38,466","43,303","38,636","41,316","41,981","43,770","41,538","47,097"
48051,"42,025","43,561","45,732","48,140","50,113","48,533","47,409","53,626"
48053,"44,636","49,685","49,286","53,203","53,086","55,919","59,009","56,696"
48055,"40,721","42,963","46,021","47,227","46,093","49,598","51,895","52,588"
48057,"43,339","44,736","51,004","46,705","50,873","52,916","55,240","52,085"
48059,"43,074","41,874","42,138","40,796","44,450","45,727","45,843","50,330"
48061,"31,902","31,080","33,905","32,215","34,044","36,587","36,624","38,106"
48063,"36,393","37,232","37,941","37,801","40,768","41,937","41,932","43,714"
48065,"55,250","53,302","59,252","58,425","61,083","62,573","60,668","64,799"
48067,"36,061","36,172","37,546","39,256","39,274","40,597","40,104","44,154"
48069,"38,175","40,710","40,689","42,966","43,372","45,229","41,746","45,689"
48071,"69,378","73,031","74,915","77,281","77,282","80,279","81,018","89,513"
48073,"35,119","35,202","37,735","38,465","41,355","39,407","47,147","43,483"
48075,"33,780","34,731","33,919","39,025","37,732","39,140","40,925","42,291"
48077,"48,358","51,960","50,336","50,993","51,234","49,171","53,438","58,356"
48079,"38,276","35,652","37,242","39,870","39,398","39,900","40,796","42,873"
48081,"37,441","37,891","38,866","41,593","42,498","41,529","42,314","44,804"
48083,"31,865","32,231","33,014","37,497","35,922","42,258","35,596","39,484"
48085,"82,765","81,992","81,315","86,634","86,823","90,382","95,394","96,936"
48087,"34,634","35,484","35,389","38,655","38,775","37,389","39,809","39,536"
48089,"42,451","40,702","42,438","46,484","47,783","48,161","49,100","48,258"
48091,"59,754","59,081","70,322","64,533","68,362","76,296","72,562","76,523"
48093,"35,296","36,522","35,434","38,280","41,155","40,052","46,161","52,251"
48095,"35,514","37,147","39,035","40,837","39,945","39,622","42,723","40,987"
48097,"49,127","51,473","53,565","57,378","54,534","59,243","57,382","52,047"
48099,"47,864","46,132","50,161","47,018","45,989","50,122","51,486","48,099"
48101,"32,656","30,660","32,292","32,722","35,602","34,605","36,201","38,304"
48103,"49,831","55,599","58,901","61,098","65,883","57,408","56,356","61,987"
48105,"44,331","46,713","50,243","49,614","53,903","46,556","44,991","49,117"
48107,"32,661","36,492","35,443","36,627","34,562","35,136","36,942","37,911"
48109,"31,186","31,430","32,945","33,637","35,192","36,663","37,825","42,164"
48111,"43,454","40,312","42,378","43,523","47,559","48,470","47,838","50,587"
48113,"47,335","47,343","47,902","50,118","51,824","54,429","56,732","59,838"
48115,"37,492","36,312","38,333","41,876","42,589","41,073","42,127","43,726"
48117,"36,073","39,481","37,991","41,499","45,713","43,944","42,698","44,230"
48119,"34,968","37,515","37,985","38,304","42,846","41,266","41,644","44,410"
48121,"70,243","71,338","75,099","74,569","75,898","80,841","86,462","88,384"
48123,"38,620","40,515","45,937","45,717","47,365","46,915","47,657","49,208"
48125,"32,925","32,829","35,491","35,924","39,169","38,239","38,702","39,627"
48127,"30,503","33,342","35,801","36,856","40,040","38,275","35,696","37,177"
48129,"34,606","35,081","34,861","37,263","36,862","38,777","41,867","40,945"
48131,"31,294","33,223","35,118","35,069","36,986","34,777","33,495","35,156"
48133,"36,761","37,916","39,959","36,591","41,944","37,789","39,620","44,773"
48135,"47,930","49,784","53,752","55,555","62,519","53,474","54,422","60,431"
48137,"33,102","34,388","35,339","35,554","37,567","36,539","35,164","37,812"
48139,"60,931","58,016","59,257","61,157","66,811","69,448","71,512","76,792"
48141,"39,116","40,092","39,748","40,081","43,101","42,048","44,120","43,948"
48143,"38,860","38,636","40,346","41,914","45,663","43,787","48,230","47,087"
48145,"33,125","34,388","34,376","35,491","37,912","38,559","35,988","37,428"
48147,"39,985","43,183","42,392","43,211","43,733","46,347","50,598","53,111"
48149,"44,862","46,907","50,938","49,830","53,173","53,776","56,320","55,776"
48151,"38,717","38,963","40,691","44,519","43,082","46,247","47,292","45,261"
48153,"35,399","34,503","36,534","36,898","36,859","40,536","41,390","39,891"
48155,"30,488","32,041","33,484","33,442","36,466","36,056","35,007","37,648"
48157,"82,147","86,037","87,901","88,516","95,117","90,972","91,661","92,310"
48159,"40,936","40,892","41,497","42,099","43,569","44,202","44,358","48,222"
48161,"44,564","45,402","44,408","46,526","48,057","45,681","47,616","49,317"
48163,"31,996","32,276","35,405","34,206","38,809","39,193","37,853","41,038"
48165,"43,703","46,659","49,661","50,709","53,297","51,910","52,138","56,321"
48167,"58,106","59,588","60,210","58,333","66,173","64,155","69,674","71,959"
48169,"39,004","39,988","47,134","49,947","54,606","44,210","46,587","46,490"
48171,"51,981","51,132","50,443","52,814","54,180","58,787","58,412","61,433"
48173,"59,309","55,394","65,789","73,335","74,854","71,360","78,088","83,330"
48175,"43,737","46,400","48,458","49,369","52,612","55,264","52,403","55,008"
48177,"36,408","36,006","37,051","42,291","43,519","45,491","45,052","49,829"
48179,"41,488","43,131","48,623","49,012","49,415","47,828","46,599","49,121"
48181,"44,080","46,127","44,596","49,261","48,164","51,808","54,431","51,403"
48183,"43,356","43,321","46,501","50,020","48,561","45,594","47,208","50,610"
48185,"41,981","42,674","44,486","44,795","44,226","50,891","48,023","49,498"
48187,"57,576","62,141","59,288","61,825","64,252","67,683","66,886","73,864"
48189,"36,142","40,118","39,209","40,213","41,999","40,152","43,570","42,782"
48191,"30,376","28,656","30,380","33,324","32,158","30,971","32,980","32,597"
48193,"37,936","37,386","39,448","41,207","46,181","45,718","44,230","49,210"
48195,"50,505","51,038","52,207","50,698","55,215","57,832","55,761","57,240"
48197,"34,294","34,601","36,726","36,992","38,154","35,521","39,022","42,469"
48199,"52,514","52,318","52,037","53,872","56,201","60,692","58,829","60,909"
48201,"50,924","51,298","52,533","54,230","56,670","56,415","58,664","60,241"
48203,"44,427","44,958","43,777","48,461","46,593","47,181","50,584","50,131"
48205,"60,548","61,498","64,558","64,182","66,231","70,121","69,000","72,451"
48207,"32,493","31,505","34,473","35,607","36,085","34,653","35,075","40,880"
48209,"56,557","55,819","59,260","59,569","61,121","64,864","66,525","68,180"
48211,"58,502","60,499","69,124","66,505","71,177","74,856","64,338","66,849"
48213,"38,191","38,017","39,069","40,921","44,944","43,425","44,500","43,337"
48215,"31,021","33,393","34,607","34,368","35,441","35,928","36,978","38,785"
48217,"39,184","37,610","40,253","41,521","44,965","47,338","47,162","48,670"
48219,"42,710","46,010","50,047","50,124","48,768","46,856","48,449","46,764"
48221,"48,622","56,591","59,053","55,472","61,371","57,346","64,687","60,917"
48223,"40,441","40,228","41,863","44,076","43,284","46,582","44,925","52,079"
48225,"31,892","33,650","34,777","33,698","37,536","34,587","37,723","39,533"
48227,"41,125","42,256","46,636","47,299","47,148","51,863","46,899","50,423"
48229,"28,624","30,043","31,354","32,086","33,048","35,252","39,683","42,671"
48231,"47,394","42,821","44,361","43,385","46,632","51,827","53,421","53,360"
48233,"49,038","50,752","50,060","51,508","53,085","53,936","53,465","54,351"
48235,"54,628","57,551","58,826","63,054","64,777","67,249","63,827","56,775"
48237,"45,069","44,064","50,168","52,030","51,711","46,975","47,824","48,780"
48239,"43,740","45,363","48,338","52,185","53,667","53,143","49,350","54,088"
48241,"38,260","39,219","39,414","41,017","46,541","44,909","43,368","47,551"
48243,"48,161","43,065","44,234","46,364","47,654","46,688","38,537","51,343"
48245,"41,363","41,207","42,099","41,147","47,620","46,198","47,852","48,121"
48247,"32,179","34,546","35,854","36,929","36,048","33,784","32,319","36,176"
48249,"39,120","43,696","41,249","46,200","43,028","40,056","40,681","41,919"
48251,"54,412","56,659","55,960","55,926","58,685","59,809","61,813","62,635"
48253,"35,709","38,066","40,621","41,079","41,871","40,931","44,132","43,903"
48255,"35,904","37,292","43,413","43,986","47,129","47,608","48,708","48,743"
48257,"59,986","55,044","61,004","57,585","60,438","62,363","65,942","67,434"
48259,"71,388","68,975","75,860","77,764","79,108","83,805","89,637","90,937"
48261,"34,851","36,236","38,088","38,451","40,082","38,718","38,031","42,153"
48263,"42,829","38,627","41,038","43,026","45,338","45,123","45,330","47,625"
48265,"45,621","40,919","42,456","44,113","47,389","50,461","49,748","53,704"
48267,"35,867","38,378","38,019","38,750","37,448","40,118","41,081","42,503"
48269,"51,237","53,263","56,680","64,203","69,588","59,142","56,346","57,925"
48271,"37,917","38,870","41,271","39,335","40,840","40,612","42,650","43,192"
48273,"36,198","39,237","39,261","40,884","40,066","44,106","41,257","42,605"
48275,"33,395","33,182","34,419","36,929","43,238","37,586","37,749","39,726"
48277,"38,685","37,943","37,593","41,009","39,433","41,887","47,212","45,767"
48279,"34,524","34,505","36,717","37,111","41,807","37,846","41,099","42,700"
48281,"47,135","48,442","48,746","50,699","50,985","52,637","55,759","55,151"
48283,"29,938","32,001","35,491","38,012","42,500","39,926","41,518","40,072"
48285,"44,186","41,606","43,827","47,041","49,752","48,975","51,191","51,128"
48287,"44,411","49,906","52,088","52,895","54,747","51,768","54,164","55,834"
48289,"43,545","42,201","43,617","45,159","47,740","44,891","43,189","47,065"
48291,"45,712","48,441","46,176","47,123","53,552","48,592","50,420","52,577"
48293,"36,887","36,496","36,537","37,256","40,655","39,382","41,434","43,226"
48295,"52,256","51,003","56,484","60,810","60,955","54,180","54,091","57,332"
48297,"41,601","44,573","49,726","51,481","53,184","51,953","50,430","48,814"
48299,"42,282","44,316","45,669","45,096","46,366","48,135","51,078","54,019"
48301,"46,204","41,252","44,407","55,819","59,499","64,179","65,203","78,637"
48303,"42,978","41,555","46,223","45,719","47,139","48,587","47,460","50,377"
48305,"36,530","34,852","37,678","41,589","38,922","39,869","44,567","43,436"
48307,"35,775","36,483","38,408","39,649","39,900","40,125","40,157","42,719"
48309,"40,563","40,855","41,066","43,488","46,264","46,662","47,306","48,858"
48311,"46,528","49,866","56,686","61,571","60,709","67,249","68,133","64,633"
48313,"35,218","36,579","37,460","39,030","40,857","42,429","42,058","45,445"
48315,"31,922","33,330","36,090","34,452","35,152","34,919","36,936","38,011"
48317,"46,680","47,358","50,004","61,896","60,815","58,760","59,907","56,484"
48319,"39,080","42,128","42,087","42,820","45,340","44,818","47,213","49,560"
48321,"40,778","40,860","42,036","41,587","45,073","46,324","46,801","48,830"
48323,"28,502","31,313","32,073","32,248","34,687","35,654","33,507","35,594"
48325,"47,191","51,345","53,714","53,440","52,831","51,304","56,173","59,304"
48327,"30,349","31,608","31,390","32,580","34,308","34,839","34,033","35,881"
48329,"54,996","61,268","71,151","74,811","79,829","68,729","76,307","80,189"
48331,"38,244","38,715","40,120","41,849","46,433","42,302","44,855","46,720"
48333,"39,185","39,396","40,318","38,564","40,958","43,540","42,463","47,068"
48335,"36,724","37,395","47,677","41,363","41,977","41,262","41,512","48,529"
48337,"44,768","45,996","41,516","48,996","49,653","46,237","47,590","50,542"
48339,"61,996","65,874","69,317","70,929","72,428","72,506","77,149","77,598"
48341,"45,795","47,445","46,991","42,839","49,345","52,344","51,444","53,785"
48343,"35,972","35,294","36,366","37,954","37,236","38,255","39,627","41,418"
48345,"34,852","36,772","37,159","37,936","40,575","37,464","36,782","41,009"
48347,"38,046","35,183","36,775","38,895","39,556","38,099","42,367","45,357"
48349,"38,057","40,624","38,423","43,091","41,047","44,111","41,944","46,259"
48351,"36,492","35,830","38,544","39,135","40,345","41,388","41,736","43,367"
48353,"34,920","34,941","35,846","38,742","40,052","40,969","42,662","42,522"
48355,"43,470","48,066","48,324","51,222","50,188","53,562","51,910","53,034"
48357,"52,866","55,700","60,650","61,773","67,136","61,194","58,962","49,845"
48359,"46,597","49,048","52,431","54,458","53,797","54,212","55,451","56,590"
48361,"44,758","49,238","51,340","48,834","51,156","53,611","57,257","56,556"
48363,"34,574","40,817","39,660","40,862","42,932","43,589","45,869","46,067"
48365,"45,212","50,916","49,792","48,822","50,057","47,780","48,971","51,192"
48367,"63,584","63,720","61,199","67,655","67,545","67,735","74,076","73,718"
48369,"39,195","44,256","41,784","41,813","46,827","48,344","48,189","50,539"
48371,"42,984","42,378","43,766","44,817","45,839","45,414","44,352","47,008"
48373,"37,665","40,254","39,833","41,401","42,746","43,014","44,596","46,017"
48375,"35,690","35,754","37,366","38,224","40,353","41,563","43,778","41,912"
48377,"31,297","32,861","32,766","34,258","33,218","32,742","29,761","37,738"
48379,"40,595","41,349","42,183","47,834","46,698","47,354","43,403","47,572"
48381,"57,402","56,716","60,439","64,636","62,080","65,795","63,077","69,600"
48383,"47,493","56,680","61,724","62,376","65,948","67,308","58,168","65,273"
48385,"30,499","33,598","34,556","37,294","34,031","36,744","36,146","39,506"
48387,"32,615","33,153","31,409","34,340","36,347","36,352","35,643","42,233"
48389,"32,839","34,431","37,053","39,006","44,470","40,092","40,694","45,341"
48391,"38,470","40,970","45,214","43,654","45,562","45,366","42,898","44,821"
48393,"59,699","60,857","70,127","69,424","71,859","75,816","67,688","67,470"
48395,"38,073","39,771","40,631","43,194","53,635","42,680","44,355","44,917"
48397,"84,763","85,164","92,466","84,692","92,150","97,484","98,442","102,858"
48399,"34,515","35,593","36,769","38,607","39,404","40,112","41,830","42,205"
48401,"41,840","44,478","44,349","46,427","49,347","46,421","49,872","49,788"
48403,"34,605","35,805","37,576","35,701","36,813","38,451","37,770","40,641"
48405,"32,543","31,714","32,140","32,826","33,156","36,426","39,133","38,826"
48407,"41,650","42,160","42,320","43,087","42,371","45,794","44,707","47,028"
48409,"45,965","48,287","46,781","51,958","52,952","51,667","50,752","53,559"
48411,"35,978","37,107","36,030","38,000","42,559","39,995","43,112","43,827"
48413,"41,533","47,322","50,402","50,361","53,886","47,258","45,821","47,317"
48415,"45,907","49,340","53,219","56,444","57,385","50,316","51,772","53,059"
48417,"42,976","48,779","51,116","55,130","51,685","55,403","61,155","57,126"
48419,"36,677","37,122","36,565","35,772","41,519","37,410","39,745","41,961"
48421,"44,699","46,196","48,054","49,309","54,010","55,761","49,349","57,052"
48423,"44,261","46,305","47,711","45,363","49,364","52,520","54,044","56,848"
48425,"52,134","52,988","56,282","51,733","58,040","56,944","62,803","63,929"
48427,"24,537","23,358","25,408","26,699","28,292","26,691","28,377","30,490"
48429,"37,167","40,805","43,779","44,110","45,410","42,831","41,977","43,115"
48431,"50,943","51,059","57,266","59,854","62,759","60,577","55,690","59,064"
48433,"37,513","39,054","42,158","42,780","45,928","44,225","43,702","46,915"
48435,"53,501","60,695","59,098","60,435","60,310","54,760","57,986","54,774"
48437,"35,736","37,076","35,601","37,527","40,584","38,790","41,264","43,084"
48439,"52,882","56,030","56,906","58,127","60,735","61,553","65,021","66,059"
48441,"40,718","43,181","44,081","45,559","47,388","48,215","50,338","48,040"
48443,"39,260","37,395","36,712","39,503","43,815","41,114","39,033","41,413"
48445,"31,984","34,928","37,489","38,752","43,357","38,910","40,899","41,268"
48447,"39,860","41,149","41,582","43,618","43,225","42,876","38,162","42,701"
48449,"38,221","39,312","40,501","40,680","41,538","45,324","47,097","45,604"
48451,"41,626","43,393","45,405","45,261","47,756","48,221","49,462","51,393"
48453,"53,303","57,293","60,372","61,779","65,244","70,068","72,785","76,255"
48455,"32,745","33,771","33,447","36,645","37,213","38,973","34,741","40,486"
48457,"36,384","39,255","40,986","40,442","40,820","43,617","43,394","44,041"
48459,"44,434","43,356","46,489","46,346","45,494","49,015","47,517","48,554"
48461,"47,854","49,846","54,549","55,918","57,085","56,335","56,448","53,867"
48463,"32,749","32,920","35,813","37,933","37,700","36,913","39,610","39,725"
48465,"38,574","39,864","38,645","41,437","42,465","42,104","41,441","44,276"
48467,"41,452","42,563","43,220","43,377","47,252","49,751","50,308","51,152"
48469,"45,687","49,012","51,544","51,003","55,406","53,659","52,161","51,646"
48471,"38,138","38,024","40,092","39,984","41,429","42,709","42,304","43,681"
48473,"47,180","47,015","49,326","50,589","50,746","56,407","55,224","59,807"
48475,"43,871","46,047","51,026","53,244","57,570","63,809","53,242","53,621"
48477,"44,897","45,657","49,472","55,139","51,879","53,157","51,276","54,332"
48479,"35,295","35,974","38,652","37,935","39,237","36,718","41,979","44,919"
48481,"41,911","40,716","42,862","44,110","45,198","46,097","46,194","48,040"
48483,"45,848","47,012","51,922","52,548","51,114","47,476","45,356","48,018"
48485,"42,738","43,791","43,473","43,379","45,430","45,071","44,593","47,477"
48487,"35,785","37,304","37,840","39,377","43,073","40,955","40,353","44,735"
48489,"28,487","29,225","28,945","29,782","30,287","31,225","30,392","33,171"
48491,"70,276","71,272","71,252","73,098","78,531","82,370","82,131","87,817"
48493,"56,873","61,103","60,844","62,752","68,805","66,045","70,829","71,207"
48495,"47,674","48,727","54,294","55,493","55,331","53,312","51,965","56,781"
48497,"55,118","53,927","58,392","59,904","58,367","57,609","60,675","66,387"
48499,"39,514","45,466","45,763","42,753","45,753","47,260","49,739","48,384"
48501,"48,521","55,063","57,995","60,738","59,752","57,114","58,363","61,560"
48503,"40,133","43,248","44,372","41,872","49,079","52,133","44,909","49,301"
48505,"30,104","33,462","34,506","33,291","35,754","34,136","32,172","33,160"
48507,"22,982","25,157","25,291","26,336","27,711","25,507","28,867","30,076"
49000,"55,802","57,067","59,715","60,943","62,961","65,931","68,395","71,381"
49001,"44,126","46,309","46,138","50,818","50,492","49,843","51,187","55,940"
49003,"51,558","53,830","60,372","56,313","58,380","57,875","63,624","62,689"
49005,"47,589","47,609","49,556","51,735","51,951","57,422","55,036","60,315"
49007,"47,585","47,214","44,594","47,340","47,894","49,743","47,627","51,394"
49009,"48,751","50,911","53,080","53,006","57,368","54,784","55,521","58,910"
49011,"68,974","69,019","70,456","70,797","72,268","77,095","80,433","84,381"
49013,"54,973","57,945","61,386","61,976","63,149","56,408","60,569","60,767"
49015,"48,745","51,819","52,070","49,709","54,086","54,569","52,877","54,213"
49017,"40,762","41,786","43,798","45,666","45,509","47,901","50,945","51,028"
49019,"41,410","42,702","42,368","43,344","44,858","55,916","48,920","50,750"
49021,"41,094","41,804","43,439","43,615","45,118","45,581","48,168","51,393"
49023,"51,762","51,823","51,942","55,204","55,201","57,820","60,078","65,379"
49025,"42,515","43,128","46,350","48,456","47,530","48,697","49,982","52,355"
49027,"47,316","48,472","51,424","52,623","52,206","55,656","56,215","58,644"
49029,"74,509","75,348","83,496","82,597","81,358","85,681","96,201","98,875"
49031,"34,079","36,403","37,897","37,730","39,507","39,659","41,334","40,387"
49033,"50,980","53,643","54,640","56,772","58,645","60,008","58,807","60,695"
49035,"56,166","58,743","61,716","62,536","65,549","68,404","71,396","73,619"
49037,"37,444","38,329","40,327","40,590","39,305","42,747","43,962","42,982"
49039,"45,231","43,921","45,338","44,644","46,929","47,768","52,251","52,910"
49041,"43,190","45,243","49,877","48,622","48,711","50,909","52,668","54,339"
49043,"85,221","84,672","81,907","92,560","93,235","94,540","100,879","105,374"
49045,"61,719","61,927","59,400","64,193","67,938","64,675","72,198","73,584"
49047,"58,936","60,419","62,028","65,489","67,561","64,184","57,355","63,631"
49049,"58,077","58,167","60,069","60,957","65,425","69,568","70,461","75,296"
49051,"56,379","62,014","64,423","65,207","75,112","73,077","83,344","85,380"
49053,"46,001","45,305","50,378","50,169","54,398","54,876","55,518","57,069"
49055,"39,593","40,185","38,945","42,366","41,596","43,080","43,805","47,175"
49057,"52,183","54,169","54,055","59,293","58,786","62,768","62,937","68,106"
50000,"52,033","52,700","52,511","54,153","56,883","57,661","58,271","60,917"
50001,"54,542","55,120","54,683","59,089","58,408","59,731","59,467","68,878"
50003,"44,701","48,306","48,290","44,674","50,506","51,989","52,770","52,510"
50005,"42,452","42,558","43,011","45,029","46,403","48,747","46,299","50,368"
50007,"60,865","62,374","62,618","61,908","67,112","67,833","65,851","74,240"
50009,"34,535","35,207","36,140","35,570","41,764","40,813","40,288","43,671"
50011,"53,412","53,436","55,912","59,184","59,280","59,418","60,670","61,129"
50013,"56,241","54,915","57,559","60,081","68,342","65,601","61,971","67,746"
50015,"46,549","49,256","46,742","49,142","54,076","56,207","56,965","60,230"
50017,"50,192","49,747","51,348","53,025","54,552","54,272","56,138","62,300"
50019,"39,598","40,764","40,522","42,089","42,884","43,107","44,070","48,688"
50021,"46,542","45,168","45,757","44,888","51,164","50,569","53,492","51,723"
50023,"54,840","56,710","52,619","58,673","56,333","55,803","62,203","61,808"
50025,"46,566","49,098","46,642","49,616","49,298","47,074","47,827","54,441"
50027,"49,295","50,094","51,218","51,513","53,984","58,123","58,403","57,438"
51000,"61,877","61,782","62,745","64,923","66,263","68,127","71,518","72,600"
51001,"37,714","36,957","38,064","38,390","38,690","39,040","44,038","42,879"
51003,"63,972","70,813","70,032","67,083","71,293","73,132","77,591","80,392"
51005,"45,108","44,530","44,983","45,454","45,210","47,037","49,655","46,538"
51007,"49,399","49,714","52,055","51,738","53,078","56,172","54,979","57,280"
51009,"44,494","43,791","47,268","43,998","48,646","46,497","48,980","50,580"
51011,"44,097","43,814","44,062","44,397","49,461","51,431","50,148","51,131"
51013,"98,060","99,255","101,533","107,143","104,354","108,635","114,705","120,950"
51015,"51,036","49,773","54,834","57,808","56,867","56,784","58,368","60,556"
51017,"42,423","44,524","42,951","43,852","44,401","47,059","48,753","50,564"
51019,"58,264","56,910","56,888","55,507","54,153","55,708","65,172","61,186"
51021,"41,654","42,843","41,939","42,624","44,727","44,827","45,564","47,681"
51023,"62,204","60,943","61,005","63,646","62,591","68,390","70,388","71,874"
51025,"35,207","34,621","37,800","37,344","39,748","39,433","42,569","41,803"
51027,"32,722","32,848","31,621","32,083","32,433","31,763","32,993","32,144"
51029,"37,440","34,415","39,538","38,731","43,774","42,455","41,763","45,889"
51031,"47,450","41,193","47,982","46,663","46,938","49,935","50,849","51,525"
51033,"52,496","54,336","55,760","56,099","54,696","55,423","62,207","67,335"
51035,"34,891","32,777","36,218","38,474","42,790","40,390","42,262","41,517"
51036,"45,960","47,828","48,394","49,768","51,645","56,907","54,504","56,872"
51037,"35,677","32,873","35,715","36,339","37,819","38,557","40,864","41,382"
51041,"71,074","70,371","67,454","72,972","75,107","76,260","80,573","80,734"
51043,"74,472","67,922","74,384","70,281","71,789","76,753","76,359","84,021"
51045,"45,789","38,268","45,527","46,551","47,832","48,221","50,210","50,858"
51047,"58,596","59,609","63,876","62,394","63,728","67,023","69,318","72,111"
51049,"40,080","36,988","41,799","41,409","40,958","42,692","44,699","46,300"
51051,"33,494","35,147","33,386","32,103","32,620","32,795","33,383","35,047"
51053,"50,152","51,131","51,864","52,288","52,694","54,805","57,284","57,257"
51057,"42,550","42,012","44,427","48,277","47,427","50,033","50,112","50,785"
51059,"105,409","106,690","110,658","110,507","112,844","115,518","117,989","122,035"
51061,"85,096","82,957","82,705","89,106","89,610","91,372","96,835","93,462"
51063,"39,997","42,211","41,652","43,355","48,448","42,670","48,341","48,315"
51065,"62,086","63,307","63,117","64,258","65,899","70,005","71,863","73,463"
51067,"49,003","43,427","48,070","47,419","49,117","52,424","51,031","53,522"
51069,"64,501","64,027","68,166","65,485","69,991","69,346","72,139","77,684"
